@relation Absenteeism_at_work_A_clustered

@attribute Instance_number numeric
@attribute ID {31.0,27.0,19.0,30.0,7.0,20.0,24.0,32.0,3.0,33.0,26.0,29.0,18.0,25.0,17.0,14.0,16.0,23.0,2.0,21.0,36.0,15.0,22.0,5.0,12.0,9.0,6.0,34.0,10.0,28.0,13.0,11.0,1.0,4.0,8.0,35.0}
@attribute Reason_for_absence {17.0,3.0,15.0,4.0,21.0,2.0,9.0,24.0,18.0,1.0,12.0,5.0,16.0,7.0,27.0,25.0,8.0,10.0,26.0,19.0,28.0,6.0,23.0,22.0,13.0,14.0,11.0,0.0}
@attribute Month_of_absence numeric
@attribute Day_of_the_week {5.0,2.0,3.0,4.0,6.0}
@attribute Seasons {4.0,1.0,2.0,3.0}
@attribute Transportation_expense numeric
@attribute Distance_from_Residence_to_Work numeric
@attribute Service_time numeric
@attribute Age numeric
@attribute Work_load_Average/day_ numeric
@attribute Hit_target numeric
@attribute Disciplinary_failure {1.0,0.0}
@attribute Education numeric
@attribute Son numeric
@attribute Social_drinker {1.0,0.0}
@attribute Social_smoker {1.0,0.0}
@attribute Pet numeric
@attribute Weight numeric
@attribute Height numeric
@attribute Body_mass_index numeric
@attribute Absenteeism_time_in_hours numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
197,20.0,19.0,4,6.0,3.0,260,50,11,36,326452,96,0.0,1,4,1.0,0.0,0,65,168,23,56,cluster0
198,11.0,19.0,4,3.0,3.0,289,36,13,33,326452,96,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
199,14.0,12.0,4,4.0,3.0,155,12,14,34,326452,96,0.0,1,2,1.0,0.0,0,95,196,25,24,cluster0
200,23.0,19.0,4,4.0,3.0,378,49,11,36,326452,96,0.0,1,2,0.0,1.0,4,65,174,21,8,cluster3
201,11.0,13.0,4,5.0,3.0,289,36,13,33,326452,96,0.0,1,2,1.0,0.0,1,90,172,30,16,cluster2
202,1.0,7.0,4,6.0,3.0,235,11,14,37,326452,96,0.0,3,1,0.0,0.0,1,88,172,29,3,cluster4
203,2.0,0.0,4,2.0,3.0,235,29,12,48,326452,96,1.0,1,1,0.0,1.0,5,88,163,33,0,cluster3
204,11.0,13.0,5,4.0,3.0,289,36,13,33,378884,92,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster2
205,14.0,28.0,5,5.0,3.0,155,12,14,34,378884,92,0.0,1,2,1.0,0.0,0,95,196,25,2,cluster0
206,14.0,28.0,5,2.0,3.0,155,12,14,34,378884,92,0.0,1,2,1.0,0.0,0,95,196,25,1,cluster0
207,3.0,18.0,5,3.0,3.0,179,51,18,38,378884,92,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
208,28.0,19.0,5,3.0,3.0,225,26,9,28,378884,92,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster4
209,27.0,7.0,5,4.0,3.0,184,42,7,27,378884,92,0.0,1,0,0.0,0.0,0,58,167,21,4,cluster4
210,14.0,28.0,5,2.0,3.0,155,12,14,34,378884,92,0.0,1,2,1.0,0.0,0,95,196,25,2,cluster0
211,3.0,12.0,5,3.0,3.0,179,51,18,38,378884,92,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
212,11.0,13.0,5,4.0,3.0,289,36,13,33,378884,92,0.0,1,2,1.0,0.0,1,90,172,30,24,cluster2
213,7.0,0.0,5,4.0,3.0,279,5,14,39,378884,92,1.0,1,2,1.0,1.0,0,68,168,24,0,cluster1
214,18.0,0.0,5,4.0,3.0,330,16,4,28,378884,92,1.0,2,0,0.0,0.0,0,84,182,25,0,cluster1
215,23.0,0.0,5,4.0,3.0,378,49,11,36,378884,92,1.0,1,2,0.0,1.0,4,65,174,21,0,cluster3
216,31.0,0.0,5,4.0,3.0,388,15,9,50,378884,92,1.0,1,0,0.0,0.0,0,76,178,24,0,cluster1
217,3.0,11.0,5,3.0,3.0,179,51,18,38,378884,92,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
218,36.0,13.0,5,4.0,3.0,118,13,18,50,378884,92,0.0,1,1,1.0,0.0,0,98,178,31,24,cluster2
219,10.0,22.0,5,6.0,3.0,361,52,3,28,378884,92,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
220,24.0,19.0,6,2.0,3.0,246,25,16,41,377550,94,0.0,1,0,1.0,0.0,0,67,170,23,8,cluster0
221,10.0,22.0,6,2.0,3.0,361,52,3,28,377550,94,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
222,24.0,10.0,6,3.0,3.0,246,25,16,41,377550,94,0.0,1,0,1.0,0.0,0,67,170,23,24,cluster0
223,15.0,23.0,6,5.0,3.0,291,31,12,40,377550,94,0.0,1,1,1.0,0.0,1,73,171,25,4,cluster0
224,24.0,10.0,6,6.0,3.0,246,25,16,41,377550,94,0.0,1,0,1.0,0.0,0,67,170,23,8,cluster0
225,3.0,11.0,6,2.0,3.0,179,51,18,38,377550,94,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
226,14.0,23.0,6,2.0,3.0,155,12,14,34,377550,94,0.0,1,2,1.0,0.0,0,95,196,25,4,cluster0
227,24.0,10.0,6,2.0,3.0,246,25,16,41,377550,94,0.0,1,0,1.0,0.0,0,67,170,23,8,cluster0
228,36.0,13.0,6,4.0,3.0,118,13,18,50,377550,94,0.0,1,1,1.0,0.0,0,98,178,31,8,cluster2
229,1.0,13.0,6,6.0,3.0,235,11,14,37,377550,94,0.0,3,1,0.0,0.0,1,88,172,29,16,cluster4
230,36.0,23.0,6,3.0,3.0,118,13,18,50,377550,94,0.0,1,1,1.0,0.0,0,98,178,31,1,cluster2
231,36.0,13.0,6,4.0,3.0,118,13,18,50,377550,94,0.0,1,1,1.0,0.0,0,98,178,31,80,cluster2
232,23.0,22.0,6,5.0,3.0,378,49,11,36,377550,94,0.0,1,2,0.0,1.0,4,65,174,21,8,cluster3
233,3.0,11.0,6,6.0,3.0,179,51,18,38,377550,94,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
234,32.0,28.0,6,2.0,1.0,289,48,29,49,377550,94,0.0,1,0,0.0,0.0,2,108,172,36,2,cluster2
235,28.0,28.0,6,5.0,1.0,225,26,9,28,377550,94,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster4
236,14.0,19.0,7,3.0,1.0,155,12,14,34,275312,98,0.0,1,2,1.0,0.0,0,95,196,25,16,cluster0
237,36.0,1.0,7,4.0,1.0,118,13,18,50,275312,98,0.0,1,1,1.0,0.0,0,98,178,31,8,cluster2
238,34.0,5.0,7,6.0,1.0,118,10,10,37,275312,98,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
239,34.0,26.0,7,6.0,1.0,118,10,10,37,275312,98,0.0,1,0,0.0,0.0,0,83,172,28,4,cluster4
240,18.0,26.0,7,3.0,1.0,330,16,4,28,275312,98,0.0,2,0,0.0,0.0,0,84,182,25,8,cluster4
241,22.0,18.0,7,5.0,1.0,179,26,9,30,275312,98,0.0,3,0,0.0,0.0,0,56,171,19,8,cluster4
242,14.0,25.0,7,6.0,1.0,155,12,14,34,275312,98,0.0,1,2,1.0,0.0,0,95,196,25,2,cluster0
243,18.0,1.0,7,2.0,1.0,330,16,4,28,275312,98,0.0,2,0,0.0,0.0,0,84,182,25,8,cluster4
244,18.0,1.0,7,3.0,1.0,330,16,4,28,275312,98,0.0,2,0,0.0,0.0,0,84,182,25,8,cluster4
245,30.0,25.0,7,2.0,1.0,157,27,6,29,275312,98,0.0,1,0,1.0,1.0,0,75,185,22,3,cluster3
246,10.0,22.0,7,3.0,1.0,361,52,3,28,275312,98,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
247,11.0,26.0,7,4.0,1.0,289,36,13,33,275312,98,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
248,3.0,26.0,7,5.0,1.0,179,51,18,38,275312,98,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
249,11.0,19.0,7,2.0,1.0,289,36,13,33,275312,98,0.0,1,2,1.0,0.0,1,90,172,30,32,cluster0
250,11.0,19.0,7,5.0,1.0,289,36,13,33,275312,98,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
251,20.0,0.0,7,5.0,1.0,260,50,11,36,275312,98,1.0,1,4,1.0,0.0,0,65,168,23,0,cluster1
252,11.0,19.0,8,6.0,1.0,289,36,13,33,265615,94,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
253,30.0,19.0,8,6.0,1.0,157,27,6,29,265615,94,0.0,1,0,1.0,1.0,0,75,185,22,3,cluster3
254,11.0,23.0,8,2.0,1.0,289,36,13,33,265615,94,0.0,1,2,1.0,0.0,1,90,172,30,1,cluster0
255,9.0,18.0,8,3.0,1.0,228,14,16,58,265615,94,0.0,1,2,0.0,0.0,1,65,172,22,8,cluster4
256,26.0,13.0,8,5.0,1.0,300,26,13,43,265615,94,0.0,1,2,1.0,1.0,1,77,175,25,1,cluster3
257,26.0,14.0,8,5.0,1.0,300,26,13,43,265615,94,0.0,1,2,1.0,1.0,1,77,175,25,2,cluster3
258,20.0,28.0,8,6.0,1.0,260,50,11,36,265615,94,0.0,1,4,1.0,0.0,0,65,168,23,4,cluster0
259,11.0,23.0,8,3.0,1.0,289,36,13,33,265615,94,0.0,1,2,1.0,0.0,1,90,172,30,4,cluster0
260,33.0,23.0,8,4.0,1.0,248,25,14,47,265615,94,0.0,1,2,0.0,0.0,1,86,165,32,1,cluster4
261,21.0,11.0,8,5.0,1.0,268,11,8,33,265615,94,0.0,2,0,0.0,0.0,0,79,178,25,8,cluster4
262,22.0,23.0,8,5.0,1.0,179,26,9,30,265615,94,0.0,3,0,0.0,0.0,0,56,171,19,1,cluster4
263,36.0,13.0,8,5.0,1.0,118,13,18,50,265615,94,0.0,1,1,1.0,0.0,0,98,178,31,3,cluster2
264,33.0,25.0,8,2.0,1.0,248,25,14,47,265615,94,0.0,1,2,0.0,0.0,1,86,165,32,2,cluster4
265,1.0,23.0,8,3.0,1.0,235,11,14,37,265615,94,0.0,3,1,0.0,0.0,1,88,172,29,1,cluster4
266,36.0,23.0,8,5.0,1.0,118,13,18,50,265615,94,0.0,1,1,1.0,0.0,0,98,178,31,1,cluster2
267,1.0,19.0,8,5.0,1.0,235,11,14,37,265615,94,0.0,3,1,0.0,0.0,1,88,172,29,8,cluster4
268,10.0,8.0,8,3.0,1.0,361,52,3,28,265615,94,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
269,27.0,6.0,8,4.0,1.0,184,42,7,27,265615,94,0.0,1,0,0.0,0.0,0,58,167,21,8,cluster4
270,3.0,11.0,9,2.0,1.0,179,51,18,38,294217,81,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
271,3.0,23.0,9,6.0,1.0,179,51,18,38,294217,81,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
272,11.0,19.0,9,4.0,1.0,289,36,13,33,294217,81,0.0,1,2,1.0,0.0,1,90,172,30,24,cluster0
273,5.0,0.0,9,5.0,1.0,235,20,13,43,294217,81,1.0,1,1,1.0,0.0,0,106,167,38,0,cluster1
274,24.0,9.0,9,2.0,1.0,246,25,16,41,294217,81,0.0,1,0,1.0,0.0,0,67,170,23,16,cluster0
275,15.0,28.0,9,3.0,1.0,291,31,12,40,294217,81,0.0,1,1,1.0,0.0,1,73,171,25,3,cluster0
276,8.0,0.0,9,3.0,1.0,231,35,14,39,294217,81,1.0,1,2,1.0,0.0,2,100,170,35,0,cluster1
277,19.0,0.0,9,3.0,1.0,291,50,12,32,294217,81,1.0,1,0,1.0,0.0,0,65,169,23,0,cluster1
278,3.0,13.0,9,4.0,1.0,179,51,18,38,294217,81,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
279,24.0,9.0,9,4.0,1.0,246,25,16,41,294217,81,0.0,1,0,1.0,0.0,0,67,170,23,32,cluster0
280,3.0,23.0,9,5.0,1.0,179,51,18,38,294217,81,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
281,15.0,28.0,9,6.0,1.0,291,31,12,40,294217,81,0.0,1,1,1.0,0.0,1,73,171,25,4,cluster0
282,20.0,28.0,9,6.0,1.0,260,50,11,36,294217,81,0.0,1,4,1.0,0.0,0,65,168,23,4,cluster0
283,5.0,26.0,9,4.0,4.0,235,20,13,43,294217,81,0.0,1,1,1.0,0.0,0,106,167,38,8,cluster2
284,36.0,28.0,9,5.0,4.0,118,13,18,50,294217,81,0.0,1,1,1.0,0.0,0,98,178,31,1,cluster2
285,5.0,0.0,9,5.0,4.0,235,20,13,43,294217,81,1.0,1,1,1.0,0.0,0,106,167,38,0,cluster1
286,15.0,28.0,9,6.0,4.0,291,31,12,40,294217,81,0.0,1,1,1.0,0.0,1,73,171,25,3,cluster0
287,15.0,7.0,9,2.0,4.0,291,31,12,40,294217,81,0.0,1,1,1.0,0.0,1,73,171,25,40,cluster0
288,3.0,13.0,9,2.0,4.0,179,51,18,38,294217,81,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
289,11.0,24.0,10,2.0,4.0,289,36,13,33,265017,88,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
290,1.0,26.0,10,2.0,4.0,235,11,14,37,265017,88,0.0,3,1,0.0,0.0,1,88,172,29,4,cluster4
291,11.0,26.0,10,2.0,4.0,289,36,13,33,265017,88,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
292,11.0,22.0,10,6.0,4.0,289,36,13,33,265017,88,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
293,36.0,0.0,10,6.0,4.0,118,13,18,50,265017,88,1.0,1,1,1.0,0.0,0,98,178,31,0,cluster1
294,33.0,0.0,10,6.0,4.0,248,25,14,47,265017,88,1.0,1,2,0.0,0.0,1,86,165,32,0,cluster1
295,22.0,1.0,10,2.0,4.0,179,26,9,30,265017,88,0.0,3,0,0.0,0.0,0,56,171,19,8,cluster4
296,34.0,7.0,10,2.0,4.0,118,10,10,37,265017,88,0.0,1,0,0.0,0.0,0,83,172,28,3,cluster4
297,13.0,22.0,10,2.0,4.0,369,17,12,31,265017,88,0.0,1,3,1.0,0.0,0,70,169,25,8,cluster0
298,3.0,28.0,10,4.0,4.0,179,51,18,38,265017,88,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
299,22.0,1.0,10,4.0,4.0,179,26,9,30,265017,88,0.0,3,0,0.0,0.0,0,56,171,19,64,cluster4
300,5.0,0.0,10,4.0,4.0,235,20,13,43,265017,88,1.0,1,1,1.0,0.0,0,106,167,38,0,cluster1
301,11.0,19.0,10,5.0,4.0,289,36,13,33,265017,88,0.0,1,2,1.0,0.0,1,90,172,30,16,cluster0
302,20.0,28.0,10,6.0,4.0,260,50,11,36,265017,88,0.0,1,4,1.0,0.0,0,65,168,23,3,cluster0
303,5.0,0.0,10,6.0,4.0,235,20,13,43,265017,88,1.0,1,1,1.0,0.0,0,106,167,38,0,cluster1
304,5.0,23.0,10,2.0,4.0,235,20,13,43,265017,88,0.0,1,1,1.0,0.0,0,106,167,38,2,cluster2
305,5.0,23.0,10,2.0,4.0,235,20,13,43,265017,88,0.0,1,1,1.0,0.0,0,106,167,38,2,cluster2
306,36.0,28.0,10,3.0,4.0,118,13,18,50,265017,88,0.0,1,1,1.0,0.0,0,98,178,31,1,cluster2
307,15.0,28.0,10,3.0,4.0,291,31,12,40,265017,88,0.0,1,1,1.0,0.0,1,73,171,25,4,cluster0
308,22.0,23.0,10,5.0,4.0,179,26,9,30,265017,88,0.0,3,0,0.0,0.0,0,56,171,19,16,cluster4
309,36.0,28.0,10,5.0,4.0,118,13,18,50,265017,88,0.0,1,1,1.0,0.0,0,98,178,31,1,cluster2
310,10.0,10.0,10,2.0,4.0,361,52,3,28,265017,88,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
311,20.0,0.0,10,3.0,4.0,260,50,11,36,265017,88,1.0,1,4,1.0,0.0,0,65,168,23,0,cluster1
312,15.0,0.0,10,3.0,4.0,291,31,12,40,265017,88,1.0,1,1,1.0,0.0,1,73,171,25,0,cluster0
313,30.0,0.0,10,3.0,4.0,157,27,6,29,265017,88,1.0,1,0,1.0,1.0,0,75,185,22,0,cluster1
314,22.0,1.0,10,4.0,4.0,179,26,9,30,265017,88,0.0,3,0,0.0,0.0,0,56,171,19,5,cluster4
315,22.0,7.0,10,4.0,4.0,179,26,9,30,265017,88,0.0,3,0,0.0,0.0,0,56,171,19,5,cluster4
316,36.0,23.0,10,5.0,4.0,118,13,18,50,265017,88,0.0,1,1,1.0,0.0,0,98,178,31,1,cluster2
317,34.0,11.0,11,2.0,4.0,118,10,10,37,284031,97,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
318,33.0,23.0,11,2.0,4.0,248,25,14,47,284031,97,0.0,1,2,0.0,0.0,1,86,165,32,2,cluster4
319,3.0,6.0,11,3.0,4.0,179,51,18,38,284031,97,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
320,20.0,28.0,11,6.0,4.0,260,50,11,36,284031,97,0.0,1,4,1.0,0.0,0,65,168,23,3,cluster0
321,15.0,23.0,11,2.0,4.0,291,31,12,40,284031,97,0.0,1,1,1.0,0.0,1,73,171,25,1,cluster0
322,23.0,1.0,11,2.0,4.0,378,49,11,36,284031,97,0.0,1,2,0.0,1.0,4,65,174,21,8,cluster3
323,14.0,11.0,11,2.0,4.0,155,12,14,34,284031,97,0.0,1,2,1.0,0.0,0,95,196,25,120,cluster0
324,5.0,26.0,11,2.0,4.0,235,20,13,43,284031,97,0.0,1,1,1.0,0.0,0,106,167,38,8,cluster2
325,18.0,0.0,11,3.0,4.0,330,16,4,28,284031,97,1.0,2,0,0.0,0.0,0,84,182,25,0,cluster4
326,1.0,18.0,11,4.0,4.0,235,11,14,37,284031,97,0.0,3,1,0.0,0.0,1,88,172,29,1,cluster4
327,34.0,11.0,11,4.0,4.0,118,10,10,37,284031,97,0.0,1,0,0.0,0.0,0,83,172,28,3,cluster4
328,1.0,25.0,11,5.0,4.0,235,11,14,37,284031,97,0.0,3,1,0.0,0.0,1,88,172,29,2,cluster4
329,3.0,28.0,11,5.0,4.0,179,51,18,38,284031,97,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
330,24.0,13.0,11,6.0,4.0,246,25,16,41,284031,97,0.0,1,0,1.0,0.0,0,67,170,23,8,cluster0
331,15.0,12.0,11,6.0,4.0,291,31,12,40,284031,97,0.0,1,1,1.0,0.0,1,73,171,25,4,cluster0
332,24.0,13.0,11,2.0,4.0,246,25,16,41,284031,97,0.0,1,0,1.0,0.0,0,67,170,23,8,cluster0
333,3.0,28.0,11,3.0,4.0,179,51,18,38,284031,97,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
334,20.0,10.0,11,4.0,4.0,260,50,11,36,284031,97,0.0,1,4,1.0,0.0,0,65,168,23,8,cluster0
335,20.0,15.0,11,6.0,4.0,260,50,11,36,284031,97,0.0,1,4,1.0,0.0,0,65,168,23,8,cluster0
336,23.0,0.0,11,6.0,4.0,378,49,11,36,284031,97,1.0,1,2,0.0,1.0,4,65,174,21,0,cluster3
337,7.0,0.0,11,3.0,4.0,279,5,14,39,284031,97,1.0,1,2,1.0,1.0,0,68,168,24,0,cluster1
338,3.0,23.0,11,5.0,4.0,179,51,18,38,284031,97,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
339,28.0,12.0,12,2.0,4.0,225,26,9,28,236629,93,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
340,3.0,28.0,12,2.0,4.0,179,51,18,38,236629,93,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
341,3.0,28.0,12,2.0,4.0,179,51,18,38,236629,93,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
342,1.0,23.0,12,2.0,4.0,235,11,14,37,236629,93,0.0,3,1,0.0,0.0,1,88,172,29,3,cluster4
343,36.0,28.0,12,3.0,4.0,118,13,18,50,236629,93,0.0,1,1,1.0,0.0,0,98,178,31,1,cluster2
344,20.0,28.0,12,6.0,4.0,260,50,11,36,236629,93,0.0,1,4,1.0,0.0,0,65,168,23,4,cluster0
345,24.0,4.0,12,5.0,4.0,246,25,16,41,236629,93,0.0,1,0,1.0,0.0,0,67,170,23,8,cluster0
346,3.0,28.0,12,5.0,4.0,179,51,18,38,236629,93,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
347,3.0,28.0,12,6.0,4.0,179,51,18,38,236629,93,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
348,22.0,23.0,12,3.0,4.0,179,26,9,30,236629,93,0.0,3,0,0.0,0.0,0,56,171,19,1,cluster4
349,34.0,25.0,12,3.0,4.0,118,10,10,37,236629,93,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
350,1.0,25.0,12,5.0,4.0,235,11,14,37,236629,93,0.0,3,1,0.0,0.0,1,88,172,29,2,cluster4
351,3.0,28.0,12,6.0,4.0,179,51,18,38,236629,93,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
352,5.0,13.0,12,3.0,2.0,235,20,13,43,236629,93,0.0,1,1,1.0,0.0,0,106,167,38,8,cluster2
353,1.0,14.0,12,3.0,2.0,235,11,14,37,236629,93,0.0,3,1,0.0,0.0,1,88,172,29,4,cluster4
354,20.0,26.0,12,4.0,2.0,260,50,11,36,236629,93,0.0,1,4,1.0,0.0,0,65,168,23,8,cluster0
355,30.0,28.0,12,2.0,2.0,157,27,6,29,236629,93,0.0,1,0,1.0,1.0,0,75,185,22,2,cluster3
356,3.0,28.0,12,2.0,2.0,179,51,18,38,236629,93,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
357,11.0,19.0,12,2.0,2.0,289,36,13,33,236629,93,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
358,28.0,23.0,1,4.0,2.0,225,26,9,28,330061,100,0.0,1,1,0.0,0.0,2,69,169,24,5,cluster4
359,34.0,19.0,1,2.0,2.0,118,10,10,37,330061,100,0.0,1,0,0.0,0.0,0,83,172,28,32,cluster4
360,14.0,23.0,1,2.0,2.0,155,12,14,34,330061,100,0.0,1,2,1.0,0.0,0,95,196,25,2,cluster0
361,1.0,13.0,1,3.0,2.0,235,11,14,37,330061,100,0.0,3,1,0.0,0.0,1,88,172,29,1,cluster4
362,14.0,23.0,1,3.0,2.0,155,12,14,34,330061,100,0.0,1,2,1.0,0.0,0,95,196,25,4,cluster0
363,11.0,26.0,1,2.0,2.0,289,36,13,33,330061,100,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
364,15.0,3.0,1,4.0,2.0,291,31,12,40,330061,100,0.0,1,1,1.0,0.0,1,73,171,25,8,cluster0
365,5.0,26.0,1,2.0,2.0,235,20,13,43,330061,100,0.0,1,1,1.0,0.0,0,106,167,38,8,cluster0
366,36.0,26.0,1,2.0,2.0,118,13,18,50,330061,100,0.0,1,1,1.0,0.0,0,98,178,31,4,cluster0
367,3.0,28.0,1,4.0,2.0,179,51,18,38,330061,100,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
368,3.0,28.0,1,6.0,2.0,179,51,18,38,330061,100,0.0,1,0,1.0,0.0,0,89,170,31,1,cluster2
369,34.0,28.0,2,3.0,2.0,118,10,10,37,251818,96,0.0,1,0,0.0,0.0,0,83,172,28,2,cluster4
370,3.0,27.0,2,4.0,2.0,179,51,18,38,251818,96,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
371,28.0,7.0,2,4.0,2.0,225,26,9,28,251818,96,0.0,1,1,0.0,0.0,2,69,169,24,1,cluster4
372,11.0,22.0,2,6.0,2.0,289,36,13,33,251818,96,0.0,1,2,1.0,0.0,1,90,172,30,3,cluster0
373,20.0,28.0,2,6.0,2.0,260,50,11,36,251818,96,0.0,1,4,1.0,0.0,0,65,168,23,3,cluster0
374,3.0,23.0,2,6.0,2.0,179,51,18,38,251818,96,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
375,3.0,27.0,2,2.0,2.0,179,51,18,38,251818,96,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
376,3.0,27.0,2,4.0,2.0,179,51,18,38,251818,96,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
377,3.0,10.0,2,5.0,2.0,179,51,18,38,251818,96,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
378,24.0,26.0,2,5.0,2.0,246,25,16,41,251818,96,0.0,1,0,1.0,0.0,0,67,170,23,8,cluster0
379,3.0,27.0,2,6.0,2.0,179,51,18,38,251818,96,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
380,6.0,22.0,2,2.0,2.0,189,29,13,33,251818,96,0.0,1,2,0.0,0.0,2,69,167,25,8,cluster4
381,3.0,27.0,2,2.0,2.0,179,51,18,38,251818,96,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
382,24.0,23.0,2,3.0,2.0,246,25,16,41,251818,96,0.0,1,0,1.0,0.0,0,67,170,23,2,cluster0
383,15.0,23.0,2,3.0,2.0,291,31,12,40,251818,96,0.0,1,1,1.0,0.0,1,73,171,25,2,cluster0
384,30.0,11.0,2,4.0,2.0,157,27,6,29,251818,96,0.0,1,0,1.0,1.0,0,75,185,22,16,cluster3
385,3.0,27.0,2,4.0,2.0,179,51,18,38,251818,96,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
386,3.0,27.0,2,6.0,2.0,179,51,18,38,251818,96,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
387,24.0,10.0,2,6.0,2.0,246,25,16,41,251818,96,0.0,1,0,1.0,0.0,0,67,170,23,24,cluster0
388,3.0,27.0,2,4.0,2.0,179,51,18,38,251818,96,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
389,3.0,27.0,2,6.0,2.0,179,51,18,38,251818,96,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
390,34.0,18.0,3,3.0,2.0,118,10,10,37,244387,98,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
391,24.0,19.0,3,4.0,2.0,246,25,16,41,244387,98,0.0,1,0,1.0,0.0,0,67,170,23,16,cluster0
392,24.0,28.0,3,6.0,2.0,246,25,16,41,244387,98,0.0,1,0,1.0,0.0,0,67,170,23,2,cluster0
393,20.0,28.0,3,6.0,2.0,260,50,11,36,244387,98,0.0,1,4,1.0,0.0,0,65,168,23,4,cluster0
394,3.0,28.0,3,2.0,2.0,179,51,18,38,244387,98,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
395,1.0,22.0,3,2.0,2.0,235,11,14,37,244387,98,0.0,3,1,0.0,0.0,1,88,172,29,8,cluster4
396,17.0,22.0,3,3.0,2.0,179,22,17,40,244387,98,0.0,2,2,0.0,1.0,0,63,170,22,8,cluster3
397,23.0,22.0,3,3.0,2.0,378,49,11,36,244387,98,0.0,1,2,0.0,1.0,4,65,174,21,8,cluster3
398,3.0,28.0,3,2.0,2.0,179,51,18,38,244387,98,0.0,1,0,1.0,0.0,0,89,170,31,16,cluster2
399,10.0,22.0,3,4.0,2.0,361,52,3,28,244387,98,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
400,13.0,0.0,3,4.0,2.0,369,17,12,31,244387,98,1.0,1,3,1.0,0.0,0,70,169,25,0,cluster1
401,1.0,21.0,3,5.0,2.0,235,11,14,37,244387,98,0.0,3,1,0.0,0.0,1,88,172,29,8,cluster4
402,36.0,23.0,3,6.0,3.0,118,13,18,50,244387,98,0.0,1,1,1.0,0.0,0,98,178,31,2,cluster2
403,36.0,14.0,3,3.0,3.0,118,13,18,50,244387,98,0.0,1,1,1.0,0.0,0,98,178,31,3,cluster2
404,36.0,13.0,3,4.0,3.0,118,13,18,50,244387,98,0.0,1,1,1.0,0.0,0,98,178,31,8,cluster2
